"Strain","Uptake_Reactions","Secretion_Reactions","Total_Exchanged"
"Escherichia_coli_O104_H4_str_Ec11_6006",56,28,84
"Escherichia_coli_O104_H4_str_Ec11_9450",52,26,78
"Escherichia_coli_O104_H4_str_Ec11_9941",55,24,79
"Escherichia_coli_O104_H4_str_Ec11_9990",58,25,83
"Escherichia_coli_O104_H4_str_Ec12_0465",58,27,85
"Escherichia_coli_O104_H4_str_Ec12_0466",55,30,85
"Escherichia_coli_O104_H4_str_GOS1",59,30,89
"Escherichia_coli_O104_H4_str_GOS2",59,30,89
"Escherichia_coli_O104_H4_str_H112180280",55,28,83
"Escherichia_coli_O104_H4_str_H112180282",56,24,80
"Escherichia_coli_O104_H4_str_H112180283",60,20,80
"Escherichia_coli_O104_H4_str_LB226692",57,24,81
"Escherichia_coli_O104_H4_str_ON2010",56,29,85
"Escherichia_coli_O104_H4_str_ON2011",57,25,82
"Escherichia_coli_O104_H4_str_TY_2482",58,21,79
"Escherichia_coli_O10K5LH4_str_ATCC_23506",54,28,82
"Escherichia_coli_O111_H11_str_CFSAN001630",54,24,78
"Escherichia_coli_O111_H11_str_CVM9534",57,19,76
"Escherichia_coli_O111_H11_str_CVM9553",60,23,83
"Escherichia_coli_O111_H8_str_CFSAN001632",62,23,85
"Escherichia_coli_O111_H8_str_CVM9570",60,21,81
"Escherichia_coli_O111_H8_str_CVM9574",58,21,79
"Escherichia_coli_O111_H8_str_CVM9602",57,31,88
"Escherichia_coli_O111_H8_str_CVM9634",60,30,90
"Escherichia_coli_O111_H_str_11128",56,25,81
"Escherichia_coli_O113_H21_str_CL_3",56,27,83
"Escherichia_coli_O121_H19_str_MT_2",57,27,84
"Escherichia_coli_O127_H27_str_C43_90",58,32,90
"Escherichia_coli_O127_H6_str_E2348_69",57,29,86
"Escherichia_coli_O145_H28_str_4865_96",65,35,100
"Escherichia_coli_O157_H7_EDL933",58,27,85
"Escherichia_coli_O157_H7_str_1044",53,22,75
"Escherichia_coli_O157_H7_str_1125",63,33,96
"Escherichia_coli_O157_H7_str_2149",60,29,89
"Escherichia_coli_O157_H7_str_EC1212",59,32,91
"Escherichia_coli_O157_H7_str_EC4009",64,33,97
"Escherichia_coli_O157_H7_str_EC4042",56,32,88
"Escherichia_coli_O157_H7_str_EC4045",58,31,89
"Escherichia_coli_O157_H7_str_EC4084",61,31,92
"Escherichia_coli_O157_H7_str_EC4115",60,30,90
"Escherichia_coli_O157_H7_str_EC4191",60,31,91
"Escherichia_coli_O157_H7_str_EC536",61,33,94
"Escherichia_coli_O157_H7_str_FRIK2000",58,31,89
"Escherichia_coli_O157_H7_str_FRIK966",58,31,89
"Escherichia_coli_O157_H7_str_G5101",63,29,92
"Escherichia_coli_O157_H7_str_H093800014",63,34,97
"Escherichia_coli_O157_H7_str_LSU_61",61,34,95
"Escherichia_coli_O157_H7_str_Sakai",43,17,60
"Escherichia_coli_O157_H7_str_TW14359",60,31,91
"Escherichia_coli_O157_H7_str_TW14588",59,35,94
"Escherichia_coli_O157_H_str_493_89",63,35,98
"Escherichia_coli_O157_H_str_H_2687",61,23,84
"Escherichia_coli_O157_str_NCCP15738",58,32,90
"Escherichia_coli_O157_str_NCCP15739",62,31,93
"Escherichia_coli_O25b_H4_ST131_str_EC958",60,34,94
"Escherichia_coli_O26_H11_str_11368",57,31,88
"Escherichia_coli_O26_H11_str_CFSAN001629",58,31,89
"Escherichia_coli_O26_H11_str_CVM10021",60,29,89
"Escherichia_coli_O26_H11_str_CVM10026",60,28,88
"Escherichia_coli_O26_H11_str_CVM10030",64,33,97
"Escherichia_coli_O26_H11_str_CVM10224",61,30,91
"Escherichia_coli_O26_H11_str_CVM9942",60,35,95
"Escherichia_coli_O26_H11_str_CVM9952",60,28,88
"Escherichia_coli_O32_H37_str_P4",59,30,89
"Escherichia_coli_O45_H2_str_03_EN_705",60,29,89
"Escherichia_coli_O55_H7_str_3256_97",61,32,93
"Escherichia_coli_O55_H7_str_CB9615",61,32,93
"Escherichia_coli_O55_H7_str_USDA_5905",61,33,94
"Escherichia_coli_O5_K4_L_H4_str_ATCC_23502",59,33,92
"Escherichia_coli_O7_K1_str_CE10",62,39,101
"Escherichia_coli_O83_H1_str_NRG_857C",62,35,97
"Escherichia_coli_O91",58,31,89
"Escherichia_coli_O91_H21_str_B2F1",59,30,89
"Escherichia_coli_OK1180",63,30,93
"Escherichia_coli_ONT_H33_str_C48_93",56,28,84
"Escherichia_coli_P0298942_1",58,31,89
"Escherichia_coli_P0298942_10",59,33,92
"Escherichia_coli_P0298942_11",58,30,88
"Escherichia_coli_P0298942_12",56,32,88
"Escherichia_coli_P0298942_14",62,37,99
"Escherichia_coli_P0298942_15",61,29,90
"Escherichia_coli_P0298942_3",62,33,95
"Escherichia_coli_P0298942_4",56,30,86
"Escherichia_coli_P0298942_6",61,34,95
"Escherichia_coli_P0298942_7",62,33,95
"Escherichia_coli_P0299438_10",65,36,101
"Escherichia_coli_P0299438_11",58,31,89
"Escherichia_coli_P0299438_2",60,33,93
"Escherichia_coli_P0299438_3",62,32,94
"Escherichia_coli_P0299438_4",58,31,89
"Escherichia_coli_P0299438_5",62,30,92
"Escherichia_coli_P0299438_6",58,31,89
"Escherichia_coli_P0299438_7",60,31,91
"Escherichia_coli_P0299438_8",58,31,89
"Escherichia_coli_P0299438_9",62,34,96
"Escherichia_coli_P0299483_1",61,30,91
"Escherichia_coli_P0299483_2",60,33,93
"Escherichia_coli_P0299483_3",57,31,88
"Escherichia_coli_P02997067_6",60,32,92
"Escherichia_coli_P0299917_1",63,36,99
"Escherichia_coli_P0299917_10",58,30,88
"Escherichia_coli_P0299917_2",61,30,91
"Escherichia_coli_P0299917_4",59,31,90
"Escherichia_coli_P0299917_5",58,29,87
"Escherichia_coli_P0299917_6",63,34,97
"Escherichia_coli_P0299917_7",65,35,100
"Escherichia_coli_P0299917_8",62,29,91
"Escherichia_coli_P0299917_9",60,29,89
"Escherichia_coli_P0301867_1",58,32,90
"Escherichia_coli_P0301867_11",60,34,94
"Escherichia_coli_P0301867_13",60,35,95
"Escherichia_coli_P0301867_2",59,33,92
"Escherichia_coli_P0301867_3",61,36,97
"Escherichia_coli_P0301867_4",63,36,99
"Escherichia_coli_P0301867_5",59,33,92
"Escherichia_coli_P0301867_7",61,34,95
"Escherichia_coli_P0301904_3",61,34,95
"Escherichia_coli_P0302293_10",62,32,94
"Escherichia_coli_P0302293_2",63,31,94
"Escherichia_coli_P0302293_3",63,34,97
"Escherichia_coli_P0302293_4",60,29,89
"Escherichia_coli_P0302293_6",62,29,91
"Escherichia_coli_P0302293_7",60,30,90
"Escherichia_coli_P0302293_8",63,28,91
"Escherichia_coli_P0302293_9",59,32,91
"Escherichia_coli_P0302308_1",63,34,97
"Escherichia_coli_P0302308_10",62,33,95
"Escherichia_coli_P0302308_11",59,29,88
"Escherichia_coli_P0302308_12",59,34,93
"Escherichia_coli_P0302308_13",61,30,91
"Escherichia_coli_P0302308_14",62,32,94
"Escherichia_coli_P0302308_2",62,33,95
"Escherichia_coli_P0302308_3",57,28,85
"Escherichia_coli_P0302308_4",57,29,86
"Escherichia_coli_P0302308_5",58,34,92
"Escherichia_coli_P0304777_1",61,28,89
"Escherichia_coli_P0304777_10",56,27,83
"Escherichia_coli_P0304777_11",58,35,93
"Escherichia_coli_P0304777_12",63,33,96
"Escherichia_coli_P0304777_13",59,30,89
"Escherichia_coli_P0304777_14",59,30,89
"Escherichia_coli_P0304777_15",58,33,91
"Escherichia_coli_P0304777_2",58,30,88
"Escherichia_coli_P0304777_3",56,30,86
"Escherichia_coli_P0304777_4",61,30,91
"Escherichia_coli_P0304777_7",62,35,97
"Escherichia_coli_P0304777_8",60,29,89
"Escherichia_coli_P0304777_9",61,35,96
"Escherichia_coli_P0304799_3",65,32,97
"Escherichia_coli_P0304816_1",63,33,96
"Escherichia_coli_P0304816_11",57,31,88
"Escherichia_coli_P0304816_12",59,32,91
"Escherichia_coli_P0304816_13",59,29,88
"Escherichia_coli_P0304816_14",57,33,90
"Escherichia_coli_P0304816_15",61,29,90
"Escherichia_coli_P0304816_2",60,35,95
"Escherichia_coli_P0304816_3",55,29,84
"Escherichia_coli_P0304816_4",58,34,92
"Escherichia_coli_P0304816_5",64,29,93
"Escherichia_coli_P0304816_6",61,29,90
"Escherichia_coli_P0304816_7",65,27,92
"Escherichia_coli_P0304816_8",61,31,92
"Escherichia_coli_P0304816_9",62,29,91
"Escherichia_coli_P0305260_1",61,35,96
"Escherichia_coli_P0305260_10",66,35,101
"Escherichia_coli_P0305260_11",65,39,104
"Escherichia_coli_P0305260_12",58,31,89
"Escherichia_coli_P0305260_13",61,33,94
"Escherichia_coli_P0305260_15",62,35,97
"Escherichia_coli_P0305260_2",57,30,87
"Escherichia_coli_P0305260_3",60,31,91
"Escherichia_coli_P0305260_4",54,31,85
"Escherichia_coli_P0305260_5",56,31,87
"Escherichia_coli_P0305260_6",64,33,97
"Escherichia_coli_P0305260_7",60,36,96
"Escherichia_coli_P0305260_8",64,38,102
"Escherichia_coli_P0305260_9",59,34,93
"Escherichia_coli_P12b",56,19,75
"Escherichia_coli_PA10",58,32,90
"Escherichia_coli_PA11",57,32,89
"Escherichia_coli_PA13",58,32,90
"Escherichia_coli_PA14",58,31,89
"Escherichia_coli_PA15",61,33,94
"Escherichia_coli_PA19",58,31,89
"Escherichia_coli_PA2",58,31,89
"Escherichia_coli_PA22",58,31,89
"Escherichia_coli_PA23",55,31,86
"Escherichia_coli_PA24",59,33,92
"Escherichia_coli_PA25",61,33,94
"Escherichia_coli_PA28",64,33,97
"Escherichia_coli_PA3",59,33,92
"Escherichia_coli_PA31",55,31,86
"Escherichia_coli_PA32",60,34,94
"Escherichia_coli_PA33",55,31,86
"Escherichia_coli_PA34",58,31,89
"Escherichia_coli_PA35",62,33,95
"Escherichia_coli_PA38",56,29,85
"Escherichia_coli_PA4",58,31,89
"Escherichia_coli_PA40",58,32,90
"Escherichia_coli_PA41",59,29,88
"Escherichia_coli_PA42",58,31,89
"Escherichia_coli_PA45",58,31,89
"Escherichia_coli_PA47",63,33,96
"Escherichia_coli_PA48",58,32,90
"Escherichia_coli_PA5",55,31,86
"Escherichia_coli_PA7",55,31,86
"Escherichia_coli_PA8",58,31,89
"Escherichia_coli_PA9",58,31,89
"Escherichia_coli_PCN033",64,35,99
"Escherichia_coli_RN587_1",63,33,96
"Escherichia_coli_S17",61,33,94
"Escherichia_coli_S88",57,32,89
"Escherichia_coli_SCI_07",66,32,98
"Escherichia_coli_SE11",54,23,77
"Escherichia_coli_SE15",63,39,102
"Escherichia_coli_SEPT362",57,30,87
"Escherichia_coli_SMS_3_5",60,29,89
"Escherichia_coli_STEC_7v",60,31,91
"Escherichia_coli_STEC_94C",66,32,98
"Escherichia_coli_STEC_B2F1",59,32,91
"Escherichia_coli_STEC_C165_02",58,34,92
"Escherichia_coli_STEC_DG131_3",55,30,85
"Escherichia_coli_STEC_EH250",56,30,86
"Escherichia_coli_STEC_H_1_8",64,33,97
"Escherichia_coli_STEC_MHI813",59,34,93
"Escherichia_coli_STEC_O31",55,28,83
"Escherichia_coli_STEC_S1191",59,33,92
"Escherichia_coli_SWW33",61,40,101
"Escherichia_coli_TA007",59,33,92
"Escherichia_coli_TA124",62,34,96
"Escherichia_coli_TA143",59,32,91
"Escherichia_coli_TA206",62,38,100
"Escherichia_coli_TA271",59,27,86
"Escherichia_coli_TA280",59,35,94
"Escherichia_coli_TT12B",55,31,86
"Escherichia_coli_TW00353",61,33,94
"Escherichia_coli_TW06591",59,30,89
"Escherichia_coli_TW07793",60,33,93
"Escherichia_coli_TW07945",57,32,89
"Escherichia_coli_TW09098",58,31,89
"Escherichia_coli_TW09109",63,33,96
"Escherichia_coli_TW10119",60,34,94
"Escherichia_coli_TW10246",58,31,89
"Escherichia_coli_TW10509",59,30,89
"Escherichia_coli_TW10598",53,32,85
"Escherichia_coli_TW10722",57,30,87
"Escherichia_coli_TW10828",60,34,94
"Escherichia_coli_TW11039",58,29,87
"Escherichia_coli_TW11681",60,32,92
"Escherichia_coli_TW14301",63,32,95
"Escherichia_coli_TW14425",59,29,88
"Escherichia_coli_TW15901",61,33,94
"Escherichia_coli_TX1999",66,35,101
"Escherichia_coli_ThroopD",62,32,94
"Escherichia_coli_UM146",62,32,94
"Escherichia_coli_UMN026",57,32,89
"Escherichia_coli_UMNF18",58,31,89
"Escherichia_coli_UMNK88",62,36,98
"Escherichia_coli_UTI89_UPEC",48,18,66
"Escherichia_coli_W",62,31,93
"Escherichia_coli_W26",59,31,90
"Escherichia_coli_XH001",59,29,88
"Escherichia_coli_XH140A",63,34,97
"Escherichia_coli_Xuzhou21",59,33,92
"Escherichia_coli_chi7122",53,28,81
"Escherichia_coli_cloneA_i1",53,28,81
"Escherichia_coli_p0305293_1",63,31,94
"Escherichia_coli_p0305293_10",60,33,93
"Escherichia_coli_p0305293_11",63,32,95
"Escherichia_coli_p0305293_12",59,31,90
"Escherichia_coli_p0305293_14",60,32,92
"Escherichia_coli_p0305293_15",59,30,89
"Escherichia_coli_p0305293_2",60,34,94
"Escherichia_coli_p0305293_3",60,31,91
"Escherichia_coli_p0305293_4",59,28,87
"Escherichia_coli_p0305293_5",61,33,94
"Escherichia_coli_p0305293_6",61,31,92
"Escherichia_coli_p0305293_7",57,29,86
"Escherichia_coli_p0305293_8",57,33,90
"Escherichia_coli_p0305293_9",62,32,94
"Escherichia_coli_str_K_12_substr_DH10B",61,37,98
"Escherichia_coli_str_K_12_substr_MDS42",60,31,91
"Escherichia_coli_str_K_12_substr_MG1655",50,22,72
"Escherichia_coli_str_K_12_substr_MG1655star",61,32,93
"Escherichia_coli_str_K_12_substr_W3110",58,32,90
"Escherichia_coli_str_clone_D_i14",62,33,95
"Escherichia_coli_str_clone_D_i2",62,33,95
"Escherichia_fergusonii_ATCC_35469",56,21,77
"Escherichia_fergusonii_B253",62,32,94
"Escherichia_fergusonii_ECD227",63,33,96
"Eubacterium_biforme_DSM_3989",43,7,50
"Eubacterium_brachy_ATCC_33089",47,14,61
"Eubacterium_cellulosolvens_6",51,15,66
"Eubacterium_cellulosolvens_LD2006",46,10,56
"Eubacterium_cylindroides_T2_87",54,12,66
"Eubacterium_desmolans_ATCC_43058",48,11,59
"Eubacterium_dolichum_DSM_3991",38,10,48
"Eubacterium_eligens_ATCC_27750",47,14,61
"Eubacterium_hallii_DSM_3353",37,11,48
"Eubacterium_hallii_L2_7",49,14,63
"Eubacterium_infirmum_F0142",47,9,56
"Eubacterium_limosum_DSM_20543",45,12,57
"Eubacterium_limosum_ERR2221373",46,12,58
"Eubacterium_limosum_KIST612",48,15,63
"Eubacterium_ramulus_ATCC_29099",44,10,54
"Eubacterium_ramulus_ERR1022349",44,11,55
"Eubacterium_rectale_ATCC_33656",47,14,61
"Eubacterium_rectale_DSM_17629",53,18,71
"Eubacterium_rectale_ERR1022318",51,11,62
"Eubacterium_rectale_ERR1022399",52,11,63
"Eubacterium_rectale_ERR1022482",51,10,61
"Eubacterium_rectale_ERR1203958",53,10,63
"Eubacterium_rectale_ERR1204052",52,10,62
"Eubacterium_rectale_ERR2221160",49,14,63
"Eubacterium_rectale_ERR2230060",51,10,61
"Eubacterium_rectale_M104_1",41,12,53
"Eubacterium_siraeum_70_3",37,10,47
"Eubacterium_siraeum_DSM_15702",44,14,58
"Eubacterium_siraeum_V10Sc8a",52,22,74
"Eubacterium_sulci_ATCC_35585",56,14,70
"Eubacterium_ventriosum_ATCC_27560",38,8,46
"Faecalibacterium_prausnitzii_A2_165",53,19,72
"Faecalibacterium_prausnitzii_ERR1022279",49,11,60
"Faecalibacterium_prausnitzii_ERR1022327",49,10,59
"Faecalibacterium_prausnitzii_ERR1022484",48,10,58
"Faecalibacterium_prausnitzii_ERR2221188",49,12,61
"Faecalibacterium_prausnitzii_L2_6",42,15,57
"Faecalibacterium_prausnitzii_M21_2",49,19,68
"Faecalibacterium_prausnitzii_SL3_3",52,20,72
"Finegoldia_magna_ACS_171_V_Col3",53,15,68
"Finegoldia_magna_ATCC_29328",50,17,67
"Finegoldia_magna_ATCC_53516",55,13,68
"Finegoldia_magna_BVS033A4",52,12,64
"Finegoldia_magna_SY403409CC001050417",53,14,67
"Flavonifractor_plautii_ATCC_29863",52,17,69
"Flavonifractor_plautii_ERR1022312",50,14,64
"Flavonifractor_plautii_ERR1022406",51,13,64
"Flavonifractor_plautii_ERR1022420",52,14,66
"Flavonifractor_plautii_ERR1022446",46,14,60
"Flavonifractor_plautii_ERR2221213",52,14,66
"Flavonifractor_plautii_ERR2221305",49,13,62
"Flavonifractor_plautii_YL31",48,15,63
"Fusicatenibacter_saccharivorans_ERR1022307",44,11,55
"Fusicatenibacter_saccharivorans_ERR1022400",47,9,56
"Fusicatenibacter_saccharivorans_ERR1022437",44,9,53
"Fusobacterium_mortiferum_ATCC_9817",49,18,67
"Fusobacterium_necrogenes_NCTC10723",45,11,56
"Fusobacterium_nucleatum_13_3C",54,21,75
"Fusobacterium_nucleatum_CTI_2",52,23,75
"Fusobacterium_nucleatum_subsp_animalis_11_3_2",49,13,62
"Fusobacterium_nucleatum_subsp_animalis_21_1A",52,17,69
"Fusobacterium_nucleatum_subsp_animalis_3_1_33",46,16,62
"Fusobacterium_nucleatum_subsp_animalis_7_1",46,17,63
"Fusobacterium_nucleatum_subsp_animalis_ATCC_51191",53,13,66
"Fusobacterium_nucleatum_subsp_animalis_D11",45,17,62
"Fusobacterium_nucleatum_subsp_animalis_OT_420",55,26,81
"Fusobacterium_nucleatum_subsp_nucleatum_ATCC_23726",56,19,75
"Fusobacterium_nucleatum_subsp_nucleatum_ATCC_25586",53,14,67
"Fusobacterium_nucleatum_subsp_polymorphum_ATCC_10953",55,18,73
"Fusobacterium_nucleatum_subsp_polymorphum_F0401",52,16,68
"Fusobacterium_nucleatum_subsp_vincentii_3_1_27",46,12,58
"Fusobacterium_nucleatum_subsp_vincentii_3_1_36A2",59,16,75
"Fusobacterium_nucleatum_subsp_vincentii_4_1_13",48,14,62
"Fusobacterium_nucleatum_subsp_vincentii_ATCC_49256",53,15,68
"Fusobacterium_varium_ATCC_27725",50,17,67
"Gemella_haemolysans_ATCC_10379",49,12,61
"Gemella_haemolysans_M341",45,11,56
"Gemella_morbillorum_M424",47,11,58
"Gemella_sanguinis_ATCC700632",47,13,60
"Gemella_sanguinis_M325",49,12,61
"Gemmiger_formicilis_ATCC_27749",50,10,60
"Gemmiger_formicilis_ERR1203953",46,11,57
"Gemmiger_formicilis_ERR1204047",46,11,57
"Gemmiger_formicilis_ERR2221191",49,14,63
"Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378",41,14,55
"Gordonibacter_pamelaeae_ERR2221155",46,9,55
"Gordonibacter_pamelaeae_ERR2221387",47,9,56
"Granulicatella_elegans_ATCC_700633",50,12,62
"Haemophilus_parainfluenzae_215035_2_ISO5",47,12,59
"Haemophilus_parainfluenzae_ATCC_33392",47,11,58
"Haemophilus_parainfluenzae_HK2019",48,14,62
"Haemophilus_parainfluenzae_HK262",46,13,59
"Haemophilus_parainfluenzae_T3T1",43,13,56
"Haemophilus_pittmaniae_HK_85",55,10,65
"Haemophilus_pittmaniae_NCTC13334",44,13,57
"Haemophilus_sputorum_CCUG_13788",54,11,65
"Haemophilus_sputorum_HK_2154",45,10,55
"Helicobacter_pylori_2017",40,11,51
"Helicobacter_pylori_2018",39,9,48
"Helicobacter_pylori_26695",36,17,53
"Helicobacter_pylori_26695_1MET",42,8,50
"Helicobacter_pylori_35A",46,9,55
"Helicobacter_pylori_51",43,8,51
"Helicobacter_pylori_52",45,11,56
"Helicobacter_pylori_83",41,8,49
"Helicobacter_pylori_8A3",39,10,49
"Helicobacter_pylori_908",39,12,51
"Helicobacter_pylori_98_10",42,8,50
"Helicobacter_pylori_A45",40,12,52
"Helicobacter_pylori_Aklavik117",42,7,49
"Helicobacter_pylori_Aklavik86",41,8,49
"Helicobacter_pylori_B128",44,12,56
"Helicobacter_pylori_B38",41,9,50
"Helicobacter_pylori_B45",46,18,64
"Helicobacter_pylori_B8",40,11,51
"Helicobacter_pylori_BCS100H1",41,8,49
"Helicobacter_pylori_BM013A",42,10,52
"Helicobacter_pylori_CCHI_33",44,8,52
"Helicobacter_pylori_CPY1124",43,8,51
"Helicobacter_pylori_CPY1313",45,6,51
"Helicobacter_pylori_CPY1662",39,10,49
"Helicobacter_pylori_CPY1962",45,8,53
"Helicobacter_pylori_CPY3281",42,8,50
"Helicobacter_pylori_CPY6081",42,9,51
"Helicobacter_pylori_CPY6261",41,9,50
"Helicobacter_pylori_CPY6271",43,8,51
"Helicobacter_pylori_CPY6311",44,7,51
"Helicobacter_pylori_Cuz20",40,8,48
"Helicobacter_pylori_ELS37",38,9,47
"Helicobacter_pylori_F16",42,8,50
"Helicobacter_pylori_F30",42,9,51
"Helicobacter_pylori_F32",42,5,47
"Helicobacter_pylori_F57",42,9,51
"Helicobacter_pylori_G27",46,9,55
"Helicobacter_pylori_GAM100Ai",42,9,51
"Helicobacter_pylori_GAM101Biv",42,10,52
"Helicobacter_pylori_GAM103Bi",42,10,52
"Helicobacter_pylori_GAM105Ai",44,8,52
"Helicobacter_pylori_GAM114Ai",42,11,53
"Helicobacter_pylori_GAM115Ai",45,9,54
"Helicobacter_pylori_GAM118Bi",45,9,54
"Helicobacter_pylori_GAM119Bi",48,8,56
"Helicobacter_pylori_GAM120Ai",40,11,51
"Helicobacter_pylori_GAM121Aii",44,8,52
"Helicobacter_pylori_GAM201Ai",44,9,53
"Helicobacter_pylori_GAM210Bi",45,10,55
"Helicobacter_pylori_GAM231Ai",41,12,53
"Helicobacter_pylori_GAM239Bi",43,8,51
"Helicobacter_pylori_GAM244Ai",41,9,50
"Helicobacter_pylori_GAM245Ai",42,8,50
"Helicobacter_pylori_GAM246Ai",44,8,52
"Helicobacter_pylori_GAM249T",45,7,52
"Helicobacter_pylori_GAM250AFi",45,9,54
"Helicobacter_pylori_GAM250T",45,10,55
"Helicobacter_pylori_GAM252Bi",45,11,56
"Helicobacter_pylori_GAM252T",45,10,55
"Helicobacter_pylori_GAM254Ai",46,8,54
"Helicobacter_pylori_GAM260ASi",42,10,52
"Helicobacter_pylori_GAM260BSi",45,8,53
"Helicobacter_pylori_GAM260Bi",41,11,52
"Helicobacter_pylori_GAM263BFi",44,10,54
"Helicobacter_pylori_GAM264Ai",41,10,51
"Helicobacter_pylori_GAM265BSii",48,8,56
"Helicobacter_pylori_GAM270ASi",43,9,52
"Helicobacter_pylori_GAM42Ai",44,7,51
"Helicobacter_pylori_GAM80Ai",45,12,57
"Helicobacter_pylori_GAM83Bi",44,8,52
"Helicobacter_pylori_GAM83T",45,9,54
"Helicobacter_pylori_GAM96Ai",42,8,50
"Helicobacter_pylori_GAMchJs106B",41,9,50
"Helicobacter_pylori_GAMchJs114i",42,10,52
"Helicobacter_pylori_GAMchJs117Ai",44,8,52
"Helicobacter_pylori_GAMchJs124i",43,11,54
"Helicobacter_pylori_GAMchJs136i",46,11,57
"Helicobacter_pylori_Gambia94_24",42,11,53
"Helicobacter_pylori_HLJHP193",39,11,50
"Helicobacter_pylori_HLJHP253",43,8,51
"Helicobacter_pylori_HLJHP256",43,10,53
"Helicobacter_pylori_HLJHP271",41,10,51
"Helicobacter_pylori_HP116Bi",43,12,55
"Helicobacter_pylori_HP250AFiV",46,8,54
"Helicobacter_pylori_HP250AFii",45,9,54
"Helicobacter_pylori_HP250AFiii",45,11,56
"Helicobacter_pylori_HP250ASi",44,9,53
"Helicobacter_pylori_HP250ASii",45,10,55
"Helicobacter_pylori_HP250BFiV",46,8,54
"Helicobacter_pylori_HP250BFii",47,11,58
"Helicobacter_pylori_HP250BFiii",45,11,56
"Helicobacter_pylori_HP250BSi",43,11,54
"Helicobacter_pylori_HP260AFi",44,9,53
"Helicobacter_pylori_HP260AFii",44,9,53
"Helicobacter_pylori_HP260ASii",43,10,53
"Helicobacter_pylori_HP260BFii",43,10,53
"Helicobacter_pylori_HP260Bi",41,11,52
"Helicobacter_pylori_HPAG1",41,9,50
"Helicobacter_pylori_HUP_B14",41,9,50
"Helicobacter_pylori_Hp238",41,9,50
"Helicobacter_pylori_Hp_A_11",42,9,51
"Helicobacter_pylori_Hp_A_14",39,9,48
"Helicobacter_pylori_Hp_A_16",43,14,57
"Helicobacter_pylori_Hp_A_17",43,8,51
"Helicobacter_pylori_Hp_A_20",44,8,52
"Helicobacter_pylori_Hp_A_26",40,7,47
"Helicobacter_pylori_Hp_A_27",40,10,50
"Helicobacter_pylori_Hp_A_4",39,10,49
"Helicobacter_pylori_Hp_A_5",46,11,57
"Helicobacter_pylori_Hp_A_6",41,10,51
"Helicobacter_pylori_Hp_A_8",44,10,54
"Helicobacter_pylori_Hp_A_9",42,10,52
"Helicobacter_pylori_Hp_H_1",42,7,49
"Helicobacter_pylori_Hp_H_10",42,9,51
"Helicobacter_pylori_Hp_H_11",40,8,48
"Helicobacter_pylori_Hp_H_16",41,8,49
"Helicobacter_pylori_Hp_H_18",39,11,50
"Helicobacter_pylori_Hp_H_19",41,7,48
"Helicobacter_pylori_Hp_H_21",43,10,53
"Helicobacter_pylori_Hp_H_23",44,7,51
"Helicobacter_pylori_Hp_H_24",40,10,50
"Helicobacter_pylori_Hp_H_24b",44,9,53
"Helicobacter_pylori_Hp_H_24c",44,11,55
"Helicobacter_pylori_Hp_H_27",40,8,48
"Helicobacter_pylori_Hp_H_28",41,10,51
"Helicobacter_pylori_Hp_H_29",44,9,53
"Helicobacter_pylori_Hp_H_3",44,9,53
"Helicobacter_pylori_Hp_H_30",44,9,53
"Helicobacter_pylori_Hp_H_34",44,11,55
"Helicobacter_pylori_Hp_H_36",41,7,48
"Helicobacter_pylori_Hp_H_4",45,10,55
"Helicobacter_pylori_Hp_H_41",43,8,51
"Helicobacter_pylori_Hp_H_42",41,11,52
"Helicobacter_pylori_Hp_H_43",38,9,47
"Helicobacter_pylori_Hp_H_44",41,9,50
"Helicobacter_pylori_Hp_H_45",43,9,52
"Helicobacter_pylori_Hp_H_5b",43,9,52
"Helicobacter_pylori_Hp_H_6",39,12,51
"Helicobacter_pylori_Hp_H_9",40,10,50
"Helicobacter_pylori_Hp_M1",44,13,57
"Helicobacter_pylori_Hp_M2",44,9,53
"Helicobacter_pylori_Hp_M3",39,10,49
"Helicobacter_pylori_Hp_M4",44,9,53
"Helicobacter_pylori_Hp_M5",43,10,53
"Helicobacter_pylori_Hp_M6",44,10,54
"Helicobacter_pylori_Hp_M9",39,10,49
"Helicobacter_pylori_Hp_P_1",44,6,50
"Helicobacter_pylori_Hp_P_11",44,12,56
"Helicobacter_pylori_Hp_P_11b",43,11,54
"Helicobacter_pylori_Hp_P_13",45,6,51
"Helicobacter_pylori_Hp_P_13b",40,11,51
"Helicobacter_pylori_Hp_P_15",42,7,49
"Helicobacter_pylori_Hp_P_15b",43,8,51
"Helicobacter_pylori_Hp_P_16",43,10,53
"Helicobacter_pylori_Hp_P_1b",43,8,51
"Helicobacter_pylori_Hp_P_2",41,8,49
"Helicobacter_pylori_Hp_P_23",41,10,51
"Helicobacter_pylori_Hp_P_25",39,11,50
"Helicobacter_pylori_Hp_P_25c",45,9,54
"Helicobacter_pylori_Hp_P_25d",44,10,54
"Helicobacter_pylori_Hp_P_26",43,8,51
"Helicobacter_pylori_Hp_P_28b",42,10,52
"Helicobacter_pylori_Hp_P_2b",44,8,52
"Helicobacter_pylori_Hp_P_3",46,11,57
"Helicobacter_pylori_Hp_P_30",41,9,50
"Helicobacter_pylori_Hp_P_3b",43,7,50
"Helicobacter_pylori_Hp_P_4",47,7,54
"Helicobacter_pylori_Hp_P_41",41,9,50
